datetime,Temp_C,DO_mgL,DO_perc
2022-11-23T17:15:00Z,2.2948666666666666,13.982133333333334,105.2213823506524
2022-11-23T17:30:00Z,2.2884666666666664,14.022133333333333,105.5040416814185
2022-11-23T17:45:00Z,2.2884666666666664,14.034133333333331,105.59433097407322
2022-11-23T18:00:00Z,2.3024666666666667,14.049066666666668,105.74692610132524
2022-11-23T18:15:00Z,2.3082666666666665,14.138066666666669,106.43360241269282
2022-11-23T18:30:00Z,2.320266666666667,14.245533333333332,107.2776035706696
2022-11-23T18:45:00Z,2.3217333333333334,14.290133333333332,107.61775728725796
2022-11-23T19:00:00Z,2.3104,14.2862,107.55500886325744
2022-11-23T19:15:00Z,2.328,14.277266666666668,107.5391666318526
2022-11-23T19:30:00Z,2.3419333333333334,14.3666,108.2530050442066
2022-11-23T19:45:00Z,2.3412,14.492133333333332,109.19672973267286
2022-11-23T20:00:00Z,2.3456,14.548666666666668,109.63580288251234
2022-11-23T20:15:00Z,2.3476,14.582866666666666,109.89949599772584
2022-11-23T20:30:00Z,2.358,14.6236,110.23759714783726
2022-11-23T20:45:00Z,2.3615333333333335,14.659933333333331,110.52209186024692
2022-11-23T21:00:00Z,2.3573333333333335,14.681,110.66829439053112
2022-11-23T21:15:00Z,2.3615333333333335,14.657,110.4999772892764
2022-11-23T21:30:00Z,2.3588,14.6184,110.20079140053328
2022-11-23T21:45:00Z,2.360133333333333,14.6386,110.35706395089284
2022-11-23T22:00:00Z,2.3503333333333334,14.635333333333334,110.30308257525633
2022-11-23T22:15:00Z,2.3497333333333335,14.610866666666666,110.11688888940846
2022-11-23T22:30:00Z,2.356666666666667,14.607,110.10847460677968
2022-11-23T22:45:00Z,2.3475333333333332,14.594,109.98319998273844
2022-11-23T23:00:00Z,2.3573333333333335,14.571333333333332,109.84160527184063
2022-11-23T23:15:00Z,2.3586666666666667,14.606133333333334,110.10792054922946
2022-11-23T23:30:00Z,2.3552666666666666,14.616866666666668,110.1786618876448
2022-11-23T23:45:00Z,2.3482,14.6178,110.16455577846877
2022-11-24T00:00:00Z,2.360733333333333,14.5982,110.05429031925222
2022-11-24T00:15:00Z,2.352466666666667,14.6074,110.09893331909726
2022-11-24T00:30:00Z,2.355933333333333,14.594933333333334,110.01532475494976
2022-11-24T00:45:00Z,2.3642666666666665,14.564666666666666,109.81201927348056
